id,app_name,version,userid,date,rating,title,text,has_information_giving,has_information_seeking,has_feature_request,has_bug_report,sentiment_score
2995,trackID_beta,,Dillon Parrack,,0,,I have to delete all of the songs I searched on the app before I can add a account,0,1,0,1,0
2996,trackID_beta,,Rudy Tantono,,0,,Wheres the history? Before i updated to beta i have some history on main page,0,1,0,0,0
2997,trackID_beta,,Martin Mrmus,,0,,How can use this button. Its dead for me. Does it search music in google play?,0,1,0,1,0
2999,trackID_beta,,Himalaya Dave,,0,,Nobody official (moderator) interacts here i dont know why. But the moderator should interact with the members so as to develop the app.,0,1,0,0,0
3000,trackID_beta,,Luca Nebuloni,,0,,ANIMATIONS.,0,0,0,0,0
3001,trackID_beta,,Martin Mrmus,,0,,Can you somehow re-arage it?,0,0,1,0,0
3002,trackID_beta,,Luca Nebuloni,,0,,WE WANT THE ANIMATIONS! This app isnt alive..Go to see Google Play Games animations.,0,0,1,0,-1
3003,trackID_beta,,Tan Keeyong,,0,,Its would be nice if we can use track id for online streaming video or music. Example when I want watch YouTube video and use track id. The video stop when I use track id. Even if I use small app for it. The video just stop.It would be nice if track id can track the streaming video in small app method without stopping the video.,0,0,1,0,0
3004,trackID_beta,,Martin Mrmus,,0,,Sometimes happen when i click on search button in app it doesnt respond att all. i can just click on button but nothing happens.,0,0,0,1,0
3005,trackID_beta,,Valentin Lopez,,0,,Hope this app was integrated to Walkman and that it also gave the lyric of the song and move with the song,0,0,1,0,0
3006,trackID_beta,,Jonas Gyr,,0,,it would be great if next to the youtube shortcut would be a shortcut for soundcloud,0,0,1,0,0
3007,trackID_beta,,Martin Mrmus,,0,,Can u do that small icon list of found songs from begining to the end? Those few first songs shown with big icons look very chaotic and confusing. Smaller list looks much more better and clear.,1,0,1,0,0
3008,trackID_beta,,,,0,,So why wont you make the navbar transparent as well (like in sony music and album) when scrolling? I think it would look more sophisticated.,0,0,1,0,0
3009,trackID_beta,,Martin Mrmus,,0,,Whats the clue of showing circle or square disc icon?,0,1,0,0,0
3010,trackID_beta,,Kashif Kamran,,0,,"Hello everyone!I will start withabig Thanksto all of you, foryour engagement and valuable feedback, we really appreciated that.As promisednew TrackIDversion is released exclusivly for TrackID Beta Community.Whats new in this release is as follows1. The randomized artwork for songs that are missing album art. We believe this makes the experience a bit better than the current static image.2. The behavior of the app when data traffic is unavailable. The offline search has been there all along but many users seem to have missed that offline (pending) search is possible. We have addressed this by improving the information when no network is available.3. The TrackID-charts is extended a bit more than the current 10 top items. The interesting variations in the charts actually happens a bit further down in the lists. Have a look and tell us what you think about longer charts.We really want to know what you think about these changes and overall experience.If you dont get the notification, go to Google Play to manually update:",0,0,0,0,0
3011,trackID_beta,,Samuele Farfarini,,0,,"I just joined this beta program and I stressed a bit the application: what I like most is the possibility to play most of the recognised songs on Spotify. I have the premium there and Im not interested in using other platforms. However roughly forty percent of songs played (from spotify) didnt had the link to spotify, which is kinda weird because I was playing them from... Spotify, on PC.Also, i found the recognition strong in particular on classical music if compared with other platforms (I mean, those software are NEVER good enough on classical, but I made a selective comparative with Google music search, shazam and soundcloud, and TrackID is the best one right now), but weak in everything else. Its weakness is particularly evident in movies soundtracks when there was no way to have recognised songs about ultra famous movies and authors, like Morricone, Zimmer and Tiersen. Even with indie music (always available on spotify, only tracks with rating >forty thaousand) it has serious issues. No problem with famous rock and pop songs. Expecially with pop songs its lightning fast, but the song has to be very mainstream. I suggest the killer feature could be a way to train it, like the possibility to give it a link with the source it wasnt able to recognise. (maybe from filtered sources, like Google play music or spotify, to avoid the risk to learn from a low quality content).(I personally developed a similar system for patent data mining and contextual search, and after 1 year of development without significant improvements, giving it the patent and make it learn from the source it wasnt able to discover was the best solution to improve the performance). Anyway, I personally appreciate the ease to use and the interface. Im sure it has the potential to become one of the best software out there, but it still need a lot of work.I hope my small feedback could be helpful.",1,0,0,1,0
3013,trackID_beta,,Abek Ramirez,,0,,"Wanna ask. Why is your database of songs for songs recognition or whatever you call that so weak? Do you plan to do something with it? I mean it in good way. Really like your app, but fr example it cannot recognize songs/ost without singing, only music. This concerns mainly soundtracks or songs, which is sung very little. Thanks",0,1,0,1,-1
3017,trackID_beta,,Martin Mrmus,,0,,empty icon of TrackID widget; screenshots in next post,0,0,0,1,0
3018,trackID_beta,,Martin Mrmus,,0,,"Wanna ask. Why is your database of songs for songs recognition or whatever you call that so weak? Do you plan to do something with it? I mean it in good way. Really like your app, but fr example it cannot recognize songs/ost without singing, only music. This concerns mainly soundtracks or songs, which is sung very little. Thanks",0,1,0,1,-1
3019,trackID_beta,,Martin Mrmus,,0,,It happened again. Little bit odd animation.,0,0,0,1,0
3020,trackID_beta,,Khaled Badwan,,0,,"Running the latest beta version. I noticed the following:-Track ID recognition button looks jaggy and pixilated as you can see from the screenshot taken from xperia Z3C. Recognition speed is good, I feel its faster but can be improved So far prompt to sign in bug havent appeared yet but will keep an eye if it happens again The transition fade effect speed from page to page is not consistent.In my opinion the icons in the top navigation bar menu are kinda hard to see at times. Maybe the background shade for the navigation bar can be darkened a little?! Thanks!",1,1,0,0,1
3021,trackID_beta,,Kashif Kamran,,0,,"Running the latest beta version. I noticed the following Track ID recognition button looks jaggy and pixilated as you can see from the screenshot taken from xperia Z3C. Recognition speed is good, I feel its faster but can be improved So far prompt to sign in bug havent appeared yet but will keep an eye if it happens again The transition fade effect speed from page to page is not consistent.In my opinion the icons in the top navigation bar menu are kinda hard to see at times. Maybe the background shade for the navigation bar can be darkened a little?! Thanks!",1,0,0,0,0
3022,trackID_beta,,Khaled Badwan,,0,,"The app keeps randomly asks for signing in. Whenever I hit the track ID button on the widget it starts recognizing the track but few seconds later it gets interrupted by signing in to my account! I missed few songs because of that, very annoying! I remember this problem has been happening even with the old version. Why cant we remained logged in, this problem was happening before with the Walkman app on xperia devices but got fixed few months ago.Im using xperia Z3C and logged in using my SEN account Thanks!",0,1,0,1,-1
3023,trackID_beta,,Martin Mrmus,,0,,I tried to recognize this song,0,0,0,0,0
3024,trackID_beta,,Johan Liedholm,,0,,"Hello everyone!Thanks for all the valuable input that we have received from many of you!We have read every single post and based on your feedback we have corrected some issues and made a few minor changes. We have also made a major change to the start screen. Now the history list will change into a more efficient list for the older items in order to easier find songs identified in the past.A new version is now exclusively released to our Beta group. We really want to know what you think!If you dont get the notification, go to Google Play to manually update",0,0,0,0,0
3025,trackID_beta,,Elyes Messadi,,0,,"This is the second time I comment and please let me congratulate you, it works very well with all types of music and even if before, it seemed to have trouble, its really improved ( It can now even recognize Japanese songs coming from low quality videos, I must say Im impressed  )So far Im satisfied with it, good job !",0,0,0,0,1
3027,trackID_beta,,Nico G.,,0,,Would be Nice to be able to use other services to listen to identified songs instead of just music un limited. Identification is faster than in previous version. Would be Nice to have same design in all menus (for exemple id menu still bas the old look),0,0,1,0,1
3028,trackID_beta,,Nico G.,,0,,Just downloaded it. Design is quiet nice and more userfriendly than before. Still need to test the most important part: music recognition.,1,0,0,0,0
3029,trackID_beta,,Felix XeZrunner (XeZ),,0,,"I heard that the beta version of TrackID has Material Design. I used the link in the group description, I became a beta tester, updated TrackID but I still dont have the Material Design look. (Or is it only available on the Z series or something?)I mean I did notice some updates like the progress circle around the scan button now is more stylish I guess but it doesnt really look like Material Design or something.Xperia E1 Android ",0,1,0,0,0
3030,trackID_beta,,alex o,,0,,Really fast compared to the old one. Still testing though.,1,0,0,0,1
3031,trackID_beta,,Andy Branton,,0,,"Still trying this out on random songs, this one was off a pretty old tape thats not the best quality either.",1,0,0,0,0
3034,trackID_beta,,Ram Attra,,0,,"Here is an idea.For a small in app download you could make the app work without connection, which would be awesome.",0,0,1,0,0
3036,trackID_beta,,Elyes Messadi,,0,,"Well, I tried it with some songs and it was not bad, I think better than the previous version, but when the songs not clear it has some trouble to recognize it",1,0,0,1,1
3037,trackID_beta,,dave cody,,0,,Works very well on te xperia z2 very quick in recognition of a song,1,0,0,0,1
3038,trackID_beta,,Martin Mrmus,,0,,"It works fine form me, yet",0,0,0,0,1
3039,trackID_beta,,,,0,,Feature request: will you return the option to save a sample of a song while offline so it can be checked whenever we get connection?,0,0,1,0,0
3040,trackID_beta,,Adam Eckersley,,0,,Wont login with Sony account.,0,0,0,1,-1
3041,trackID_beta,,Andy Branton,,0,,Just became a beta tester and alls good so far. Recognised 2 tracks in seconds one of which was a cover of Johnny B Goode by Judas Priest.,0,0,0,0,1
3042,trackID_beta,,Jonas Gyr,,0,,So. I dont know why it doesnt work... I have wi-fi on but it wont work. i hope you will fix this problem soon Sony Xperia Z3,0,0,0,1,0
3044,trackID_beta,,Vic Williamson,,0,,"It now does not recognise any tracks, whats going on?",0,1,0,1,-1
3045,trackID_beta,,Csar Robles,,0,,"Hi! I want to congrats, the new TrackID app looks nice! Just I say some points that I find a little disgusting:1. When you a have a large history its a little disgusting to scroll down to check an specific track, maybe a optional compact list view will be nice, or just a scroll bar.2. When you have a track registered in your history and you try to identify again the same track it will be generate a duplicated entry in the history.3. Sometimes when you launch TrackID from the widget it closes suddenly.4. You cant remove entries if you dont have a Internet connection.And here are some personal petitions XD :1. For Japanese music it could be nice to put the Metadata of the song in something more readable (the equivalent of the Japanese words) when the phone is not in Japanese. 2. It could be nice if there is an option to search about the artist in Google, sometimes I want to know about more of the artist.3. Put Google music on the options.",1,0,1,1,0
3046,trackID_beta,,Michael Davids,2015-11-22,0,,Can you fix the constant need to sign in every time you go into the app?,0,0,0,1,0
3047,trackID_beta,,Martin Mrmus,2015-11-20,0,,What about to support landscape mode in TrackID?,0,0,1,0,0
3048,trackID_beta,,Martin Mrmus,2015-11-16,0,,Whats new about todays update?,0,1,0,0,0
3049,trackID_beta,,RaM Mohan (Mohi),2015-11-14,0,,"Integrate Track id app to music app so that it will have huge attention from Xperia owners.Basically many of my friends are not using this app or by simply uninstalling them because of space consuming in internal memory, but if you integrate this app it will have huge no of access every week",0,0,1,0,-1
3050,trackID_beta,,,2015-11-16,0,,Can u give xperia users non ad? So annoying,0,1,1,0,-1
3051,trackID_beta,,,2015-11-06,0,,"Theres glitch of icons in fast memu. If you add small widget for TrackID it shows correct icon, but if you add big widget it shows faded Spotifys icon.",0,0,0,1,0
3052,trackID_beta,,,2015-11-05,0,,Could you resize also charts icons to be litlle bit thinner and more clear?,0,0,1,0,0
3053,trackID_beta,,,2015-11-05,0,,Possibility to remove/swipe away spotify connect suggestion. Dont need use Spotify so its little bit forcing and annoying,0,0,1,0,0
3054,trackID_beta,,,2015-11-05,0,,Could you add this feature back?,0,1,0,0,0
3056,video_beta,,,,0,,Google playapp,0,0,0,0,0
3057,video_beta,,Neil Dala,,0,,How do I download this app Am I too late for the party?,0,1,0,0,0
3058,video_beta,,sAju MaThEw,,0,,Cant play video while im seeking Pls fix this bugCant play mkv  with audio,0,0,0,1,0
3061,video_beta,,Pramod Banchoor,,0,,Hallo,0,0,0,0,0
3062,video_beta,,Vijay Kumar,,0,,"Hi everyone, Im on Xperia M2 and my Video app is on version But I see here that latest version is 9.x. And nor play store neither update center show any updates. Does that mean that my device is not supported anymore? Or is there anything I can do to update the app?",0,1,0,1,0
3063,video_beta,,Haris Xperia,2015-11-13,0,,"Hi Sony Video Beta Team  Today Im thinking about Video Beta Application One More Suggestions for you, Including Hide Video Options Just Like Sony Album Apps",0,0,1,0,0
3064,video_beta,,Shuvro Mojumder (Nero White),2015-11-10,0,,Need manual codec available. Cause it dont support ac3 audio. none of my that HD sound quality movie have sound on video,0,0,1,0,0
3065,video_beta,,Guilherme G. Almeida,2015-11-07,0,,It would be better if you have changed the layout of the main screen to cards with the purpose of (Materia Design) as the other applications of Sony (Whats New and Music).,0,0,1,0,0
3066,video_beta,,Umesh soni,2015-11-07,0,,Please.Add this button.,0,0,1,0,0
3067,video_beta,,Mohd Hilman,2015-11-04,0,,Pls add option to choose theme . Light and dark theme,0,0,1,0,0
3068,video_beta,,Rudy Tantono,2015-11-04,0,,"Plase add  mark feature  when we long press videos,so we can delete mupltiple videos",0,0,1,0,0
3069,video_beta,,Rajan Raj,2015-11-02,0,,Add aspect ratio options for play back and please cover all damn video formats.,0,0,1,0,0
3070,video_beta,,raffy manalaysay,2015-10-30,0,,quick play button for the last video or movie played,0,0,1,0,0
3071,video_beta,,Guilherme G. Almeida,2015-11-04,0,,"It would be great this option, why hide a video in the app (Album) he still appears in the application (Video).",0,1,1,0,0
3072,video_beta,,Ismail Mabruk,2015-10-30,0,,I would kindly suggest U bring back the play back at the top of the app Showing a preview It used to look cool Now at the top no it only displays previous played videos.Shuffling as if its an album. Quite disappointed,1,0,1,0,0
3073,video_beta,,Jonas Gyr,,0,,Why cant I play my videos?,0,1,0,0,0
3074,video_beta,,Robson Siankombo,,0,,Please work on the sound and video difference and when you pause a video then play it after a while it lags /takes time to play,0,0,0,1,-1
3075,video_beta,,Prasad Daki,,0,,"According to all the members of this community, got some combined suggestions.In built gesture control for brightness, volume, fast forward and rewind.Support for AC3, DivX and Xvid decoders.Fix for  Cannot play video  in My Stream section4.Add a lock screen feature.A screen capture feature Manual orientation option White landing page.4k videos cannot be played in latest update please fix.Not smooth when swiping forwards and backwards; fix needed.On screen option to set the screen size; sixteen to nine or four to three.Option to set quality for the  My Stream section as the videos are shown in low quality Option to add subtitles via external files",1,0,1,1,0
3076,video_beta,,Shuvro Mojumder (Nero White),,0,,Cant delete from history (that video I deleted on SD card but still it showing),0,0,0,1,-1
3077,video_beta,,Carlee Garcia,,0,,Still doesnt fix the wrong Sorting on Folder if its in Alphabetical.,0,0,0,1,-1
3078,video_beta,,AMAN RATHI,,0,,Video should not stuck while forwarding,0,0,0,1,0
3079,video_beta,,Mohammad Mahdi Razzaghi,,0,,"When using seekbar, it doest play exact frame usually. But it goes some secend back.Its annoying",0,0,0,1,-1
3080,video_beta,,saud Ali,,0,,You dont give tha Arabia same this program! please we need it,0,0,1,0,0
3081,video_beta,,Carlee Garcia,,0,,Bug: Action Bar(RED) showing on Home,0,0,0,1,-1
3082,video_beta,,Sairon Jay Grepo,,0,,I guess the Video App has a performance issue. I need to constantly close then relaunch it to play movies. VLC doesnt have that problem. Any thoughts?,0,1,0,1,0
3083,video_beta,,Daniel Eissler SirRobin,,0,,Am i wrong or is playstation video app missing on z3+ and tablet z4? Cant Access my ps Videos right now and last apk from ps video Cant be installed.,0,1,0,1,0
3084,video_beta,,DJ John (John Dsouza),,0,,Ohh yea some mkv video play perfect but without sound,0,0,0,1,0
3085,video_beta,,Joseph Sing,,0,,"Hi Dev team, I have found AVI cannot be played with Video app. And this issue is not resolved clearly. Kindly consider it. Thank",0,0,0,1,0
3086,video_beta,,Martin Mrmus,,0,,"WRONG INDEXING ?    Ive downloaded video (mp4) via opera app. Its been saved into download folder (internal memory). As you can see mx player detected video and shew it but video app didnt. (video is supported by video app - i tried to open video manualy from file manager, using to playing video app)",0,0,0,1,-1
3087,video_beta,,Martin Mrmus,,0,,to previous post about  SUBTITLES ISSUE    this is the screenvideo from mx player. It plays subtiles correctly and after times over they hide. Pls fix your issues.,0,0,0,1,-1
3088,video_beta,,Mohammed Shalan,,0,,No one answered me I have some problems down,0,0,0,0,-1
3089,video_beta,,Martin Mrmus,,0,,"LONG LOADING TIME    can you please fix this issue? I have latest version of video app and this is happening. Even if its downloaded viseo, recorded video or whatever, still long time of its loading. Its not normal, it should be smooth and fast... (xperia z3, lollipop ",0,0,0,1,0
3090,video_beta,,Ayush Lohia,,0,,There is some problem with my video player.. I played a movie in landscape mode and after pausing it and going to another application the movie didnt resumed correctly it shows black screen but with audio!,0,0,0,1,0
3091,video_beta,,Neel Sancheti,,0,,. While taking screen shot the buttons disappear(pic ). I tried it many times it does not come in the picture. I got it once only that also very faint.  The no of buttons are different for different length videos.,0,0,0,1,0
3092,video_beta,,ahmed ashjau,,0,,I cannot play 4k videos on tha latest update,0,0,0,1,0
3093,video_beta,,Umesh soni,,0,,"Ill forward the video, the video that gets stuck...(only 1080p&720p videos)",0,0,0,1,0
3094,video_beta,,Fadi Obaya,,0,,Video skipping doesnt work anymore.,0,0,0,1,0
3095,video_beta,,Yeison Alzate Lpez,,0,,Will it work with Android ? It made my phone get crazy and it is still this way.,0,1,0,0,0
3096,video_beta,,sAju MaThEw,,0,,Video doesnt move while seeking..sound still play but video stuck,0,0,0,1,0
3098,video_beta,,Rudy Tantono,,0,,"Now if i want speeding videos, i must click two times, bcause for the first one, that thumbnail errorSorry for bad englishhope u can understand See video below",1,0,0,1,-1
3099,video_beta,,Khaled Badwan,,0,,Found Bugs on the Latest Beta release When deleting a video from the main screen the Video thumbnail remains visible on the screen. It only disappers when navigating to other menus or exiting the app-PlayStation Video Thumbnails takes some time to populate under My Streams Tab. Crackle (awful video service) however shows up immediately under My Stream Tab There is a lag in the video playback while seeking a point in the video. The audio plays just fine but the video freezes then it catches up with the audio playback.Tested on Xperia Z3C ,0,0,0,1,-1
3100,video_beta,,Pilan Kulpavaropas,,0,,"Hi I have noticed some problems with video app three to four months ago. I used to be able to play mp4 file with SRT subtitle file with no problem but now subtitle keeps disappear or doesnt show, even worse the film went dark screen and other video with no subtitle cannot be played (seems like SRT file in the same folder of the film with the same name effects the rest of the movies files and app). I wonder why sub feature does not work any more. Is it a bug?and why many updates since never seemed to fix this issue. Any advice please?",0,1,0,1,-1
3101,video_beta,,DJ John (John Dsouza),,0,,the video player has some issue with sound.while i play videos in between around five to six minutes theres a wierd sound for a second as if the movie is been played on a scratched dis..ALSO PLease GET FULL SCREEN MODE BACK ITS REALY ANNOYING THE VIDEO PLAYER HAS BEST SOUND THAN ANY OTHER VIDEO PLAYER I TIRED.JUST  OF NO FULL SCREEN MOD I HAVE TO USE MX VIDEO PLAYER,1,0,1,1,-1
3102,video_beta,,Martin Mrmus,,0,,"month since previous beta version and the new thing is just history folder? Seriously? So many unsupported video formats and subtitles issue still reamins and you di this. Worst then before!!! See in screenvideo. In MX Player everythig goes fine but in Video app subtitles are after video duration skipping frozen or not shown at all. This is nightmare. It has a long way to become just a normal video player and not yet my default. I have no time, mood. Im done. In Music app, Movie creator, Album, Sketch, TrackID or LIfelog the progress is seen at least but here just big nothing. Sorry. ",0,0,0,1,-1
3103,video_beta,,Martin Mrmus,,0,,"DETECTED UNPLAYABLE VIDEO    despite there are many unsupported video formats (mov, ogv, wmv, flv, mpg - hopefully in near future will be some kind of codec included into player to support most common formats) theres glitch with video detection. as you can se in video, video app detects video which is unplayable (also I am not able to see info about it!) but it shows in video list. why? when its not supported it shouldnt be visible, should it?",0,0,0,1,-1
3104,video_beta,,Martin Mrmus,,0,,SUBTITLES ISSUE ISSUE    subtitles are still shown till new show. And also after their times over. See in video. Next post will be the same section but with another player.,0,0,0,1,0
3105,video_beta,,Martin Mrmus,,0,,INDEXING    I have issue with indexing files. When I download video via browser (using opera) it doesnt show up in video app in recently (new) added files. But in other player (mx player) it does. So its not browser glitch since not yours player detects video and yours not. And theres no refresh button to force rescan.,0,0,0,1,-1
3106,video_beta,,Mohammed Shalan,,0,,There Is Some File With MKV Formate Work And Some Not Working And Some Is Working But It;s Is Lagging And None Of Them Have The Subtitles Whthere It In The Video(File) Or In File .srt PLease Fix ,0,0,0,1,0
3107,video_beta,,Haris Xperia,2015-11-13,0,,"Hi Sony Video Beta Team  Today Im thinking about Video Beta Application One More Suggestions for you, Including Hide Video Options Just Like Sony Album Apps",0,0,1,0,0
3108,video_beta,,Shuvro Mojumder (Nero White),2015-11-10,0,,Need manual codec available. Cause it dont support ac3 audio. none of my that HD sound quality movie have sound on video,0,0,1,1,-1
3109,video_beta,,Guilherme G. Almeida,2015-11-07,0,,It would be better if you have changed the layout of the main screen to cards with the purpose of (Materia Design) as the other applications of Sony (Whats New and Music).,0,0,1,0,0
3110,video_beta,,Umesh soni,2015-11-07,0,,Please. Add this button.,0,0,1,0,0
3111,video_beta,,Mohd Hilman,2015-11-04,0,,Pls add option to choose theme . Light and dark theme,0,0,1,0,0
3112,video_beta,,Rudy Tantono,2015-11-04,0,,"Plase add  mark feature  when we long press videos,so we can delete mupltiple videos",0,0,1,0,0
3113,video_beta,,Rajan Raj,2015-11-02,0,,Add aspect ratio options for play back and please cover all damn video formats.,0,0,1,0,0
3114,video_beta,,raffy manalaysay,2015-10-30,0,,quick play button for the last video or movie played,0,0,1,0,0
3115,video_beta,,Guilherme G. Almeida,2015-11-04,0,,"It would be great this option, why hide a video in the app (Album) he still appears in the application (Video).",0,0,1,0,0
3116,video_beta,,Ismail Mabruk,2015-10-30,0,,I would kindly suggest.. U bring back the play back at the top of the app.. Showing a preview.. It used to look cool.. Now at the top no it only displays previous played videos.. Shuffling as if its an album.. Quite disappointed,0,0,1,0,0
3117,video_beta,,Haris Xperia,,0,,"Hi Sony Video Beta Team Today Im thinking about Video Beta Application One More Suggestions for you, Including Hide Video Options Just Like Sony Album Apps",0,0,1,0,0
3118,video_beta,,Guilherme G. Almeida,,0,,It would be better if you have changed the layout of the main screen to cards with the purpose of (Materia Design) as the other applications of Sony (Whats New and Music).,0,0,1,0,0
3119,video_beta,,Mohd Hilman,,0,,Pls add option to choose theme . Light and dark theme,0,0,1,0,0
3120,video_beta,,Rudy Tantono,,0,,"Plase add  mark feature  when we long press videos,so we can delete mupltiple videos",0,0,1,0,0
3121,video_beta,,raffy manalaysay,,0,,quick play button for the last video or movie played,0,0,1,0,0
3122,video_beta,,Haris Xperia,,0,,Play Or Pause face detection just like both China Mobile Phone,0,0,1,0,0
3123,video_beta,,denisdenyjamny,,0,,"Please Sony, Ive got trouble with videos not sorting into files. When I go into file commander there I see all the files with videos sorted to categories, but when I go into video app there it is under file camera (fotoapart in Czech) eventho I downloaded some of them from the Internet. Please help me with this, its annoying. Thank you.",0,1,0,1,-1
3124,video_beta,,Haris Xperia,,0,,Need it built-in brightness Control Option,0,0,1,0,0
3125,video_beta,,raffy manalaysay,,0,,How about a lock button like on the vlc video player.,0,0,1,0,0
3126,video_beta,,Nestor Rolon,,0,,"Add a share option from the pop up menu in main screen, it saves up time and there is no need to open the video.",0,0,1,0,0
3127,video_beta,,Shuvro Mojumder (Nero White),,0,,Need manual codec available. Cause it dont support ac3 audio. none of my that HD sound quality movie have sound on video,0,0,1,0,-1
3128,video_beta,,Umesh soni,,0,,Please]Add this button.,0,0,1,0,0
3129,video_beta,,Guilherme G. Almeida,,0,,"It would be great this option, why hide a video in the app (Album) he still appears in the application (Video).",0,1,1,0,0
3130,video_beta,,Rajan Raj,,0,,Add aspect ratio options for play back and please cover all damn video formats.,0,0,1,0,0
3131,video_beta,,Ismail Mabruk,,0,,I would kindly suggest. U bring back the play back at the top of the app.. Showing a preview. It used to look cool Now at the top no it only displays previous played videos.Shuffling as if its an album. Quite disappointed,0,0,1,0,0
3132,video_beta,,Raymond De Guzman,,0,,"I hope that, like in Album app, the hide option will be made available one day.And also, please bring back the preview of the latest played video on the header of the main screen just like before.",0,0,1,0,0
3133,video_beta,,Richard F.,,0,,Please add shuffle on next release. I know you can do it team. Thanks.,0,0,1,0,0
3134,video_beta,,Josip Bartulovic,,0,,Do you intend to add gesture controls for brightness/sound/fast-forward/backward?The app is pretty far behind the competition becase of that.,0,1,1,0,-1
3135,video_beta,,Haris Xperia,,0,,Please added scene capture button,0,0,1,0,0
3136,video_beta,,Zuhaib Adil,,0,,please add swipe to forward and black theme switch option,0,0,1,0,0
3137,video_beta,,,,0,,"Just wondering, are you going to make it available for the Sony marshmallow concept?",0,1,0,0,0
3138,video_beta,,Jhon William,,0,,when playing videos MKV please ,0,0,0,0,0
3139,video_beta,,CHIRAG PASSI,,0,,How Can I Download This Beta Version Of App In Xiaomi RedMi2.Plz Help,0,1,0,0,0
3140,video_beta,,Vinch M.,,0,,"What the heck happened to this app? Whats new, album and music app gets better and better while this app is stuck with bugs. fix the subtitles and playback bugs already!!",0,0,0,1,0
3141,video_beta,,Umesh soni,,0,,Captions is not supporting.,0,0,0,1,0
3142,video_beta,,Martin Mrmus,,0,,"Still average  Suitable for watching videos took by phone only (because of weak codecs). Therere many  envelope  formats such as avi, matroska etc. which these codecs do not support.",0,0,1,0,0
3143,video_beta,,Alaa BuHussaien,,0,,"Hi,The icon is nice, But can Sony add big shadow for the video logo inside the circle ?",0,1,0,0,0
3146,video_beta,,Nguyn Sony,,0,,"Ver 9.4.A.0.4Beta is nice. Its the first of the trio media apps to introduce light theme. Many things reported by user have been improved in right direction. Good job I only have a couple of suggestions now:1- Home screen should have white background to make UI more consistent2- Why isnt the header which show recent video not animated like before? I think this is the Video app not Album so everything should be animated from video thumbnails to header bar to video name (those that are too long)3- Side menu could have semi-transparant background like Whats new but its not mandatory, I just want a more consistent UI across apps. Music start to use main purple color with green accent color in the UI which I think is nice so why dont Video and Album do the same? (like red-cyan and yellow-blue for example)The rest is good. Keep up your good work.",1,1,0,0,1
3152,video_beta,,Jason Theopilus,,0,,[Just For Fun]LoL Description ever NOT COMPATIBLE WITH IOSI never seen Sony using an ios system,1,0,0,0,0
3154,video_beta,,Moiz Hussain,,0,,I think more formats should be added to new version.,0,0,1,0,0
3155,video_beta,,shanker chintu,,0,,Yaa its awesome but can it play the video which cant be played... I mean to say format videos,0,1,0,0,0
3157,video_beta,,Cossie Lover (CossieLover1369),,0,,Why are my Privalage plus movies not in the same library as my other movies from ps video and video? Chromecast support needed!,0,1,1,0,0
3158,video_beta,,Neil Walton,,0,,When using mirror to stream onto my TV I could hear sound but the picture was very slow. About 1 frame every 5 seconds.,0,0,0,1,0
3160,video_beta,,Elijah Oyetunde,,0,,"Hello, Ive followed every required step to becoming a better tester but it keeps telling me that the apps isnt available on Google play store.",0,1,0,0,0
3161,video_beta,,kshitij isasare,,0,,Spiderman,0,0,0,0,0
3163,video_beta,,Aswar Alif,,0,,Hello im from Indonesia,0,0,0,0,0
3164,video_beta,,Tan Keeyong,,0,,"Hey, does it consume less battery when playing the music video background? Does it consume same battery as normal mp3?",0,1,0,0,0
3165,video_beta,,Jhonbert Magana (3rdflyleaf),,0,,The only reason why Im using MXplayer instead of this default Xperia player is the support for other format and subtitle.,1,0,0,0,1
3166,video_beta,,Takuya Kousaka,,0,,Why isnt this app available for All other media apps are friendly,0,1,0,0,0
3167,video_beta,,Petar Mati,,0,,Anyone got a link for the newest beta?I cant download it from the playstore.,0,1,0,0,0
3168,video_beta,,Danny Piper (Dan A.!),,0,,Why is there no support for the sony xperia e1 d2005?,0,1,0,0,0
3169,video_beta,,Martin Mrmus,,0,,"Do you plan create copmlex app, someting like MX Player, or just this cut version with poor settings? Because in this stage app is unsless for average user.",0,1,0,0,-1
3170,video_beta,,Greg Keyes,,0,,"I have Xperia Z3+. I cannot download the PlayStation video app, or access ps video within the video app. This means that I cannot access movies that I own which were downloaded previously. Please fix. Thanks",0,0,0,1,-1
3171,video_beta,,Jhon William,,0,,when playing videos MKV please .,0,0,0,0,0
3172,video_beta,,Fadi Obaya,,0,,A new update just came in. Whats the changelog?,0,1,0,0,0
3173,video_beta,,Haitham Buriqi,,0,,After the update i have this problem when i seek the video It cant play video then i cant play any video again,0,0,0,1,-1
3174,video_beta,,ahmed ashjau,,0,,Please make video zoom more smooth!,0,0,1,0,0
3175,video_beta,,Omid Heydari,,0,,Please add some controlling features from players like MXPlayer,0,0,1,0,0
3176,video_beta,,Melvyn Scheepmaker,,0,,Stil not in the Netherlands??,0,1,0,0,-1
3180,video_beta,,Cam Wild,,0,,How do I download the app?,0,1,0,0,0
3185,video_beta,,armando mariconda,,0,,Its OK a bit slow,1,0,0,1,0
3186,video_beta,,Mrten silverstig,,0,,Can I try the beta or download somewhere?,0,1,0,0,0
3187,video_beta,,,,0,,You should support more play formats.,0,0,1,0,0
3188,video_beta,,Andriadi Perdana Putra,,0,,Nice,0,0,0,0,0
3189,video_beta,,Good Fyro,,0,,"Hello, im Russian ",0,0,0,0,0
